type	index	image	round	question	A	B	C	D	answer
hg	407	data/figure/hg/2023-11-26--东海证券-宏观周报：地产销售恢复偏缓，风险化解力度加大_page4_图3净负债率大于100的上市房企A股港股.jpg,data/figure/hg/2023-11-26--东海证券-宏观周报：地产销售恢复偏缓，风险化解力度加大_page5_图4房企信用债和海外债融资规模亿元.jpg,data/figure/hg/2023-11-26--东海证券-宏观周报：地产销售恢复偏缓，风险化解力度加大_page5_no_caption.jpg	1	根据图1、图2和图3，以下哪个选项正确描述了2021年至2025年期间海外债融资规模的变化趋势？	海外债融资规模逐年增加。	海外债融资规模逐年减少。	海外债融资规模在2021年达到峰值后逐年减少。	海外债融资规模在2023年达到峰值后逐年减少。	C
hg	408	data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page5_图1各板块2023年总营收增速截至4月12日.jpg,data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page6_图3各板块20222023年ROE变化截至4月12日.jpg,data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page9_图8美国CPI同比主要分项变化.jpg	1	根据图1、图2和图3，如果一个投资者希望投资于一个既具有高总营收增速又具有正向ROE变化的板块，并且该板块在美国CPI同比主要分项变化中也表现良好，那么他应该选择哪个板块？	社服	农林牧渔	食品饮料	纺织服饰	A
hg	409	data/figure/hg/2022-12-13--瑞达期货-宏观市场周报_page17_图10全球主要股指涨跌幅.jpg,data/figure/hg/2022-12-13--瑞达期货-宏观市场周报_page17_图9国际大宗商品期货价格涨跌幅.jpg,data/figure/hg/2022-12-13--瑞达期货-宏观市场周报_page21_图1830大中城市商品房成交面积.jpg	1	结合图1、图2和图3，如果投资者希望投资于波动性较低且表现稳定的资产，以下哪个选项最符合要求？	标普500指数	美元指数	NYMEX轻质原油	30大中城市商品房成交面积	B
hg	410	data/figure/hg/2023-04-18--国信证券-货币政策与流动性观察：3月金融数据的两个隐忧_page4_图3信贷是3月社融高增的主要原因.jpg,data/figure/hg/2023-04-18--国信证券-货币政策与流动性观察：3月金融数据的两个隐忧_page5_图63月企业贷款结构基本稳定.jpg,data/figure/hg/2023-04-18--国信证券-货币政策与流动性观察：3月金融数据的两个隐忧_page5_图43月居民信贷显著修复.jpg	1	根据图1、图2和图3，2023年3月新增人民币信贷中，居民中长期贷款与企业中长期贷款的同比变化趋势如何？	居民中长期贷款增加，企业中长期贷款减少	居民中长期贷款减少，企业中长期贷款增加	两者均增加	两者均减少	C
hg	411	data/figure/hg/2023-08-28--东海证券-宏观周报：北向资金与上证指数，宏观基本面向好不变_page8_图9北向资金持股行业市值占全部北向资金比重.jpg,data/figure/hg/2023-08-28--东海证券-宏观周报：北向资金与上证指数，宏观基本面向好不变_page8_no_caption.jpg,data/figure/hg/2023-08-28--东海证券-宏观周报：北向资金与上证指数，宏观基本面向好不变_page8_图8北向资金持股行业占全部流通市值比重.jpg	1	在第二张直方图中，哪只股票的当周净买入金额最高？	药明康德	工业富联	科大讯飞	华泰证券	A
hg	412	data/figure/hg/2023-10-09--民生证券-宏观专题研究：年内的财政空间_page6_图6历年专项债发行额与年初新增专项债务限额.jpg,data/figure/hg/2023-10-09--民生证券-宏观专题研究：年内的财政空间_page10_图9截至2023年8月末仍有11万亿专项债结存限额可以使用.jpg,data/figure/hg/2023-10-09--民生证券-宏观专题研究：年内的财政空间_page11_图10电力项目融资主要依赖企业自筹资金.jpg	1	根据图1、图2和图3，2020年专项债限额-余额与当年新增专项债务限额的比例是多少？	43.2%	45.6%	47.8%	50.0%	A
hg	413	data/figure/hg/2023-09-12--太平洋-2023年8月货币金融数据点评：宽信用政策持续发力，社融信贷表现均超预期_page2_no_caption.jpg,data/figure/hg/2023-09-12--太平洋-2023年8月货币金融数据点评：宽信用政策持续发力，社融信贷表现均超预期_page2_图表4居民部门新增贷款.jpg,data/figure/hg/2023-09-12--太平洋-2023年8月货币金融数据点评：宽信用政策持续发力，社融信贷表现均超预期_page3_图表5企业部门新增贷款.jpg	1	根据图1、图2和图3，2023年8月金融机构新增人民币贷款中，居民户短期贷款与企业中长期贷款的比例是多少？	1:2	1:3	1:4	1:5	B
hg	414	data/figure/hg/2023-07-07--华福证券-6月全球经济观察：如何看待海外经济的“衰退”？_page6_图表66月全球主要大类资产涨跌幅.jpg,data/figure/hg/2023-07-07--华福证券-6月全球经济观察：如何看待海外经济的“衰退”？_page7_图表76月全球主要权益市场表现分化.jpg,data/figure/hg/2023-07-07--华福证券-6月全球经济观察：如何看待海外经济的“衰退”？_page8_图表96月人民币较美元贬值美元指数下跌.jpg,data/figure/hg/2023-07-07--华福证券-6月全球经济观察：如何看待海外经济的“衰退”？_page8_图表106月大宗商品涨跌不一农产品价格大多上涨.jpg	1	根据图1和图2，以下哪个指数在6月的涨跌幅最大？	日经225	巴西IBOVESPA指数	MSCI全球成长	恒生指数	B
hg	415	data/figure/hg/2023-04-07--中国银河-大类资产与金融市场监测周报2023年4月第一周：美加息预期再降温，马克龙一行访华_page3_图2全球主要货币涨跌幅.jpg,data/figure/hg/2023-04-07--中国银河-大类资产与金融市场监测周报2023年4月第一周：美加息预期再降温，马克龙一行访华_page5_图8全球主要市场及风格涨跌幅.jpg,data/figure/hg/2023-04-07--中国银河-大类资产与金融市场监测周报2023年4月第一周：美加息预期再降温，马克龙一行访华_page5_图7全球主要股指涨跌幅.jpg,data/figure/hg/2023-04-07--中国银河-大类资产与金融市场监测周报2023年4月第一周：美加息预期再降温，马克龙一行访华_page5_no_caption.jpg	1	在2023年4月第一周，MSCI新兴市场价值指数与MSCI全球价值指数相比，哪个指数的涨跌幅更大？	MSCI新兴市场价值	MSCI全球价值	两者相同	无法确定	A
hg	416	data/figure/hg/2024-01-04--华福证券-12月全球经济观察：近四次加息-降息周期中主要大类资产表现_page12_图表1112月全球主要大类资产涨跌幅.jpg,data/figure/hg/2024-01-04--华福证券-12月全球经济观察：近四次加息-降息周期中主要大类资产表现_page13_图表1212月全球主要权益市场普遍上涨.jpg,data/figure/hg/2024-01-04--华福证券-12月全球经济观察：近四次加息-降息周期中主要大类资产表现_page14_图表1512月大宗商品涨跌不一.jpg,data/figure/hg/2024-01-04--华福证券-12月全球经济观察：近四次加息-降息周期中主要大类资产表现_page14_图表1412月美元较人民币贬值美元指数下跌.jpg	1	根据提供的四张直方图，以下哪种资产在12月的涨跌幅为负值？	SHFE镍	上证指数	COMEX银	美元指数	A
hg	417	data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page22_图表67当周主要发达国家10Y国债收益率多数上行.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page22_图表69当周主要新兴国家10Y国债收益率多数上行.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page23_图表75当周美元和英镑兑人民币升值.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page23_图表71当周美元指数上涨欧元兑美元贬值.jpg	1	根据图表67和图表69，哪个国家的10Y国债收益率变化最大？	美国	德国	越南	印度	C
hg	418	data/figure/hg/2023-05-24--民生证券-宏观专题研究：“天量”信贷缘何难推投资高增？_page6_图9中长期贷款投向占比.jpg,data/figure/hg/2023-05-24--民生证券-宏观专题研究：“天量”信贷缘何难推投资高增？_page6_图8中长期贷款新增规模.jpg,data/figure/hg/2023-05-24--民生证券-宏观专题研究：“天量”信贷缘何难推投资高增？_page9_图13个人住房贷款.jpg,data/figure/hg/2023-05-24--民生证券-宏观专题研究：“天量”信贷缘何难推投资高增？_page10_图16企业债券融资分行业.jpg	1	根据图1和图2，2023年3月基础设施贷款新增规模占中长期贷款新增规模的比例是多少？	40%	50%	60%	70%	C
hg	419	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page6_图表42021年海南省一般公共预算收支预算级次构成图.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page6_图表3海南省2021年各地市产业结构.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表62020年海南省创造税收收入分税种构成.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表52020年海南省创造的税收收入来源分行业对比.jpg	1	根据图表3，海南省2020年创造税收收入中，增值税占比为37.9%，企业所得税占比为20.8%。请问两者之和占总创造税收收入的比例是多少？	58.7%	57.7%	56.7%	55.7%	A
hg	420	data/figure/hg/2023-09-10--国海证券-海外策略专题研究：港股若反弹买什么？2022Q4与2019Q1行情启动的启示_page6_图8在不同市值规模内港股成长价值表现.jpg,data/figure/hg/2023-09-10--国海证券-海外策略专题研究：港股若反弹买什么？2022Q4与2019Q1行情启动的启示_page6_图7这两轮行情港股成长股均跑赢价值股.jpg,data/figure/hg/2023-09-10--国海证券-海外策略专题研究：港股若反弹买什么？2022Q4与2019Q1行情启动的启示_page8_图132019年前4个月港股各板块涨跌幅.jpg,data/figure/hg/2023-09-10--国海证券-海外策略专题研究：港股若反弹买什么？2022Q4与2019Q1行情启动的启示_page8_no_caption.jpg	1	根据图3和图4，2019年前4个月涨跌幅最高的板块是哪个？	制药、生物科技	消费者服务II	软件与服务	食品、饮料与烟草	A
hg	421	data/figure/hg/2023-04-24--东吴证券-宏观点评：出口“逆袭”带来的意外后果_page3_图52022年新疆等中西部省份出口增速突出.jpg,data/figure/hg/2023-04-24--东吴证券-宏观点评：出口“逆袭”带来的意外后果_page4_no_caption.jpg,data/figure/hg/2023-04-24--东吴证券-宏观点评：出口“逆袭”带来的意外后果_page5_图92022年我国对东盟出口陆运增速较快.jpg,data/figure/hg/2023-04-24--东吴证券-宏观点评：出口“逆袭”带来的意外后果_page5_图8中西部省份对一带一路沿线贸易依赖度高2022年.jpg	1	根据2019-2022出口份额变化直方图，哪个省份的出口份额变化最大？	山东	江苏	浙江	上海	A
hg	422	data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表62021年湖北省13地市三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表72021年湖北省代表区县三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page11_图表92021年湖北省代表区县一般公共预算收入和政府性基金收入情况.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page15_图表162021年湖北省13地市一般公共预算收入质量.jpg	1	根据图3，计算汉南区的一般公共预算收入和政府性基金收入总和，并与江岸区进行比较。哪个区的总收入更高？	汉南区	江岸区	两者相同	无法确定	B
hg	423	data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page4_图6国内汽油柴油同比涨幅出现小幅回落.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page4_图511月CPI涨幅回落主要受食品烟酒项交通和通信项的影响.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page6_图911月PPI各分项环比涨幅较10月普遍收窄.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page7_图10煤炭石油有色金属等行业价格上涨支撑PPI环比微涨.jpg	1	根据图3和图4，2022年11月与2022年10月相比，采掘工业和原材料工业的环比涨幅变化如何？	采掘工业涨幅上升，原材料工业涨幅下降	采掘工业涨幅下降，原材料工业涨幅上升	采掘工业和原材料工业涨幅均上升	采掘工业和原材料工业涨幅均下降	A
hg	424	data/figure/hg/2023-12-29--工银亚洲-中国与“一带一路”市场的贸易和产业协同前景——上篇：资源型国家篇_page7_图表5中国对资源型国家出口情况百万美元.jpg,data/figure/hg/2023-12-29--工银亚洲-中国与“一带一路”市场的贸易和产业协同前景——上篇：资源型国家篇_page7_图表6中国自资源型国家进口情况百万美元.jpg,data/figure/hg/2023-12-29--工银亚洲-中国与“一带一路”市场的贸易和产业协同前景——上篇：资源型国家篇_page10_图表82022年中国自资源型国家进口主要商品占比.jpg,data/figure/hg/2023-12-29--工银亚洲-中国与“一带一路”市场的贸易和产业协同前景——上篇：资源型国家篇_page10_图表72022年中国对资源型国家出口主要商品占比.jpg	1	根据所有图表，2022年中国对沙特阿拉伯出口的主要商品中，贱金属占比约为多少？	10%	20%	30%	40%	B
hg	425	data/figure/hg/2023-04-16--国联证券-透过压力测试观察美国银行业潜在风险：硅谷银行破产后的回顾和思考_page17_图表23存款和准备金回落万亿美元.jpg,data/figure/hg/2023-04-16--国联证券-透过压力测试观察美国银行业潜在风险：硅谷银行破产后的回顾和思考_page17_图表20贴现窗口借款亿美元.jpg,data/figure/hg/2023-04-16--国联证券-透过压力测试观察美国银行业潜在风险：硅谷银行破产后的回顾和思考_page17_图表21银行定期融资计划亿美元.jpg,data/figure/hg/2023-04-16--国联证券-透过压力测试观察美国银行业潜在风险：硅谷银行破产后的回顾和思考_page19_图表27存款和零售货币基金变化万亿美元.jpg	1	根据提供的四张直方图，以下哪一项描述了硅谷银行破产后存款和准备金的回落情况？	存款回落幅度大于准备金	准备金回落幅度大于存款	存款和准备金回落幅度相同	存款和准备金均未回落	B
hg	426	data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page4_图311月社融同比受企业直接融资拖累最大.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page5_图611月企业中长贷占比较高.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page5_图411月信贷同比主要受居民中长贷拖累.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page6_图711月新增居民中长贷占比上升.jpg	1	根据图1、图2、图3和图4，2022年11月与2021年11月相比，新增居民信贷结构中，中长期贷款占比变化如何？	显著增加	略有减少	基本持平	显著减少	A
hg	427	data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page9_图表52021年湖北省区县GDP及增速.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表62021年湖北省13地市三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表72021年湖北省代表区县三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page11_图表92021年湖北省代表区县一般公共预算收入和政府性基金收入情况.jpg	1	根据图1和图2，哪个区县的GDP增速最高且第三产业占比最大？	汉南区	武昌区	东湖高新区	江岸区	C
hg	428	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page5_图表2土地储备专项债占比的变化.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page8_图表62022年末31省份地方政府债务结构.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page8_图表52022年末31省份专项债务余额对比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page9_图表82022年31省份专项偿债率对比.jpg	1	根据图1和图2，2018年土地储备专项债占比达到最高点，为43.7%。请问在2022年末，哪个省份的专项债务余额最高？	广东省	江苏省	山东省	浙江省	A
hg	429	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page12_图表1131省份2023年18月新增专项债发行规模.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page13_图表13不同期限的专项债发行规模的占比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page14_图表1531省份2023年18月新增专项债用作资本金的规模占比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page15_图表17截至2023年8月末已发行的48支中小银行专项债的区域分布.jpg	1	根据图3和图4，哪个省份在2023年1-8月新增专项债用作资本金的比例最高，同时其中小银行专项债发行规模也较大？	陕西	山东	江苏	浙江	A
hg	430	data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page4_图6国内汽油柴油同比涨幅出现小幅回落.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page4_图511月CPI涨幅回落主要受食品烟酒项交通和通信项的影响.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page6_图911月PPI各分项环比涨幅较10月普遍收窄.jpg,data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page7_图10煤炭石油有色金属等行业价格上涨支撑PPI环比微涨.jpg	1	根据图1和图2，2022年11月与2022年10月相比，汽油、柴油和液化石油气的同比涨幅变化如何？	汽油和柴油涨幅均下降，液化石油气涨幅上升	汽油和柴油涨幅均上升，液化石油气涨幅下降	汽油涨幅下降，柴油涨幅上升，液化石油气涨幅下降	汽油涨幅上升，柴油涨幅下降，液化石油气涨幅上升	C
hg	431	data/figure/hg/2023-12-03--信达证券-2024年财政政策展望：结构、力度和工具_page10_图10今年化债开启后各省特殊再融资债券发行额.jpg,data/figure/hg/2023-12-03--信达证券-2024年财政政策展望：结构、力度和工具_page11_图11每轮化债周期各月特殊再融资债发行额.jpg,data/figure/hg/2023-12-03--信达证券-2024年财政政策展望：结构、力度和工具_page12_no_caption.jpg,data/figure/hg/2023-12-03--信达证券-2024年财政政策展望：结构、力度和工具_page13_图152023年各省新增专项债用作重大项目资本金金额.jpg	1	根据图2和图4，哪个月份的特殊再融资债券发行额最高，并且该月份对应的专项债用作项目资本金的金额也较高？	2023.10	2021.1	2022.12	2023.11	A
hg	432	data/figure/hg/2023-12-11--天风证券-宏观：出口转正之后_page2_no_caption.jpg,data/figure/hg/2023-12-11--天风证券-宏观：出口转正之后_page2_图5今年中国乘用车出口超过德国和日本单位万辆.jpg,data/figure/hg/2023-12-11--天风证券-宏观：出口转正之后_page4_图9各商品类别对中国出口的拉动单位.jpg,data/figure/hg/2023-12-11--天风证券-宏观：出口转正之后_page6_no_caption.jpg	1	根据图4，IMF预测2023年全球货物和服务贸易实际增长率是多少？	1%	2%	3%	4%	A
hg	433	data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page2_图2公共财政收入完成进度.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page3_图5公共财政支出完成进度.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page4_图8财政分项支出同比增速9月边际变化.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page5_图9政府性基金收入完成进度.jpg	1	根据图4，2023年9月与2023年8月相比，节能环保支出同比增速变化了多少个百分点？	5.0	10.0	15.0	20.0	A
hg	434	data/figure/hg/2023-03-30--国海证券-什么是房地产新的发展模式？_page10_图420032022年各类资产年均收益率.jpg,data/figure/hg/2023-03-30--国海证券-什么是房地产新的发展模式？_page11_图52020年底全国各地城镇家庭户租赁房比重.jpg,data/figure/hg/2023-03-30--国海证券-什么是房地产新的发展模式？_page13_图7国际主要大城市租赁人口比重.jpg,data/figure/hg/2023-03-30--国海证券-什么是房地产新的发展模式？_page13_图6世界各地住房租赁比率.jpg	1	根据图2，2020年中国各地城镇家庭户租赁比率最高的省份是广西，比率为57.8%。请问以下哪个选项正确描述了广西与全国其他省份的租赁比率关系？	广西的租赁比率低于全国所有其他省份	广西的租赁比率高于全国所有其他省份	广西的租赁比率与全国其他省份相同	无法确定	B
hg	435	data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page22_图表67当周主要发达国家10Y国债收益率多数上行.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page22_图表69当周主要新兴国家10Y国债收益率多数上行.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page23_图表75当周美元和英镑兑人民币升值.jpg,data/figure/hg/2023-02-27--国金证券-宏观专题研究报告（深度）：美联储会上调通胀目标吗？_page23_图表71当周美元指数上涨欧元兑美元贬值.jpg	1	根据所有图表，以下哪种货币兑美元贬值幅度最大？	欧元	英镑	日元	加元	C
hg	436	data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page3_社融当月新增.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page3_社融各分项新增情况.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page4_3月单月金融机构新增人民币贷款.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page4_13月金融机构累计新增人民币贷款.jpg	1	根据图1和图2，2024年3月的社会融资规模增量与2024年1月相比增加了多少亿元？	50000	60000	70000	80000	B
hg	437	data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page6_3月单月金融机构新增人民币贷款.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page6_13月金融机构累计新增人民币贷款.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page7_企业新增人民币贷款累计.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page7_3月单月金融机构新增人民币贷款.jpg	1	对比2023年和2024年3月的数据，居民短期贷款的新增人民币贷款金额变化趋势如何？	增加	减少	保持不变	无法确定	B
hg	438	data/figure/hg/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page17_图23一级行业央国企营业收入占比.jpg,data/figure/hg/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page17_图22一级行业央国企总市值占比.jpg,data/figure/hg/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page18_图25一级行业央国企占比.jpg,data/figure/hg/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page20_图30央国企与行业2022年股息率比较.jpg	1	根据图3，哪个行业的成分个数占比最高？	通信	传媒	计算机	机械设备	A
hg	439	data/figure/hg/2024-08-14--东吴证券-宏观点评：7月社融：政府债融资高增，财政端加快发力_page2_图27月社融受政府债企业债支撑明显.jpg,data/figure/hg/2024-08-14--东吴证券-宏观点评：7月社融：政府债融资高增，财政端加快发力_page3_图47月票据冲量明显.jpg,data/figure/hg/2024-08-14--东吴证券-宏观点评：7月社融：政府债融资高增，财政端加快发力_page3_图3新增贷款需求相对较弱.jpg,data/figure/hg/2024-08-14--东吴证券-宏观点评：7月社融：政府债融资高增，财政端加快发力_page5_图8企业存款搬家仍在延续.jpg	1	根据图2和图4，2024年5月的中长期贷款规模与非银存款规模相比，哪个更大？	中长期贷款规模	非银存款规模	两者相同	无法确定	A
hg	440	data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page5_no_caption.jpg,data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page6_图表20职工就业人数也大幅减少.jpg,data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page6_图表181997年制造业分行业盈利情况.jpg,data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page7_图表23民营和外资企业成为出口主体.jpg	1	根据图4，2001年国有企业进出口总额占比为42.5%，民营和外商投资企业占比为57.5%；到2022年，国有企业占比降至16.1%，民营和外商投资企业占比升至82.5%。请问这一变化反映了什么趋势？	国有企业在进出口中的主导地位增强	民营和外商投资企业在进出口中的主导地位增强	国有企业和民营及外商投资企业在进出口中的地位保持不变	无法确定	B
hg	441	data/figure/hg/2023-01-13--信达证券-通胀或迎来小阶段上升，但压力不大_page3_图412月CPI涨幅回升主要受食品烟酒项的影响.jpg,data/figure/hg/2023-01-13--信达证券-通胀或迎来小阶段上升，但压力不大_page3_图312月果蔬贡献对冲猪价贡献.jpg,data/figure/hg/2023-01-13--信达证券-通胀或迎来小阶段上升，但压力不大_page4_图5国内汽油柴油同比涨幅出现小幅回落.jpg,data/figure/hg/2023-01-13--信达证券-通胀或迎来小阶段上升，但压力不大_page7_图10原油相关行业价格下降.jpg	1	根据图1和图2，哪一项在12月对CPI同比贡献最大？	食品烟酒	鲜果	其他	粮食	C
hg	442	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表62020年海南省创造税收收入分税种构成.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表52020年海南省创造的税收收入来源分行业对比.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page9_图表92021年海南省各地市一般公共收入预算质量.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page9_图表102021年海南省各地市财政自给率.jpg	1	根据图1和图3，假设海口市的税收收入为200亿元，其中增值税占比为37.9%，那么增值税的收入是多少？	50亿元	75.8亿元	100亿元	150亿元	B
hg	443	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page5_图表2土地储备专项债占比的变化.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page8_图表62022年末31省份地方政府债务结构.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page8_图表52022年末31省份专项债务余额对比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page9_图表82022年31省份专项偿债率对比.jpg	1	结合图1、图2和图3，2019年土地储备专项债占比为30.6%，请计算2019年土地储备专项债占比与2018年的差值。	13.1%	14.1%	15.1%	16.1%	A
hg	444	data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page4_图10截至上周5月新发债券型基金近847亿份占总新发基金的比例为mathbf838.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page5_图14其中沪股通ETF买卖总额141亿元占比约66.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page6_图18上周消费风格北向资金大幅净流出84亿元周期科技风格流入超20亿元.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page7_图23截至上周5月IPO数仅为3家合计融资规模约为86亿元.jpg	1	根据所有图片内容，2024年1月的债券型基金（亿份）与首发募集资金（亿元）分别是多少？	1200亿份, 50亿元	1300亿份, 60亿元	1100亿份, 40亿元	1400亿份, 70亿元	B
