index	image	information	round	question	answer
21	data/figure/L3Q3_4/图片30.jpg,data/figure/L3Q3_4/图片31.jpg	甲公司是一个材料供应商，拟与乙公司建立长期合作关系，为了确定对乙公司采用何种信用政策，需要分析乙公司的偿债能力和营运能力。为此，甲公司收集了乙公司 2013 年度的财务报表，相关的财务报表数据以及财务报表附注中披露的信息如下：（1）资产负债表项目如图1所示。（2）利润表项目如图2所示。（3）乙公司的生产经营存在季节性，每年 3 月份至 10 月份是经营旺季，11 月份至次年 2 月份是经营淡季。（4）乙公司按照应收账款余额的 5%计提坏账准备，2013 年年初坏账准备余额 140 万元，2013 年年末坏账准备余额 150 万元。最近几年乙公司的应收账款回收情况不好，截至 2013 年年末账龄三年以上的应收账款已达到应收账款余额的 10%。为了控制应收账款的增长，乙公司在 2013 年收紧了信用政策，减少了赊销客户的比例。（5）乙公司 2013 年资本化利息支出 100 万元，计入在建工程。（6）计算财务比率时，涉及到的资产负债表数据均使用其年初和年末的平均数。	1	计算乙公司 2013 年的速动比率。	1.45
21	data/figure/L3Q3_4/图片30.jpg,data/figure/L3Q3_4/图片31.jpg	甲公司是一个材料供应商，拟与乙公司建立长期合作关系，为了确定对乙公司采用何种信用政策，需要分析乙公司的偿债能力和营运能力。为此，甲公司收集了乙公司 2013 年度的财务报表，相关的财务报表数据以及财务报表附注中披露的信息如下：（1）资产负债表项目如图1所示。（2）利润表项目如图2所示。（3）乙公司的生产经营存在季节性，每年 3 月份至 10 月份是经营旺季，11 月份至次年 2 月份是经营淡季。（4）乙公司按照应收账款余额的 5%计提坏账准备，2013 年年初坏账准备余额 140 万元，2013 年年末坏账准备余额 150 万元。最近几年乙公司的应收账款回收情况不好，截至 2013 年年末账龄三年以上的应收账款已达到应收账款余额的 10%。为了控制应收账款的增长，乙公司在 2013 年收紧了信用政策，减少了赊销客户的比例。（5）乙公司 2013 年资本化利息支出 100 万元，计入在建工程。（6）计算财务比率时，涉及到的资产负债表数据均使用其年初和年末的平均数。	2	计算乙公司 2013 年的利息保障倍数。	1.05
21	data/figure/L3Q3_4/图片30.jpg,data/figure/L3Q3_4/图片31.jpg	甲公司是一个材料供应商，拟与乙公司建立长期合作关系，为了确定对乙公司采用何种信用政策，需要分析乙公司的偿债能力和营运能力。为此，甲公司收集了乙公司 2013 年度的财务报表，相关的财务报表数据以及财务报表附注中披露的信息如下：（1）资产负债表项目如图1所示。（2）利润表项目如图2所示。（3）乙公司的生产经营存在季节性，每年 3 月份至 10 月份是经营旺季，11 月份至次年 2 月份是经营淡季。（4）乙公司按照应收账款余额的 5%计提坏账准备，2013 年年初坏账准备余额 140 万元，2013 年年末坏账准备余额 150 万元。最近几年乙公司的应收账款回收情况不好，截至 2013 年年末账龄三年以上的应收账款已达到应收账款余额的 10%。为了控制应收账款的增长，乙公司在 2013 年收紧了信用政策，减少了赊销客户的比例。（5）乙公司 2013 年资本化利息支出 100 万元，计入在建工程。（6）计算财务比率时，涉及到的资产负债表数据均使用其年初和年末的平均数。	3	计算乙公司 2013 年的应收账款周转次数。	5
22	data/figure/L3Q3_4/图片32.jpg	我国居民企业甲在境外进行了投资，相关投资结构及持股比例如图。2022 年经营及分配状况如下：（1）B 国企业所得税税率为 30%，预提所得税税率为 12%，丙企业应纳税所得总额 800 万元，丙企业将部分税后利润按持股比例进行了分配。（2）A 国企业所得税税率为 20%，预提所得税税率为 10%。乙企业应纳税所得总额 1000 万元，其中来自丙企业的投资收益为 100 万元，按照 12%的税率缴纳 B 国预提所得税 12 万元；乙企业在 A 国享受税收抵免后实际缴纳的税额 180 万元，乙企业将全部税后利润按持股比例进行了分配。（3）居民企业甲适用的企业所得税税率 25%，其中来自境内的应纳税所得额为 2400 万元。单位：万元	1	计算企业乙所纳税额属于企业甲负担的税额。	96
22	data/figure/L3Q3_4/图片32.jpg	我国居民企业甲在境外进行了投资，相关投资结构及持股比例如图。2022 年经营及分配状况如下：（1）B 国企业所得税税率为 30%，预提所得税税率为 12%，丙企业应纳税所得总额 800 万元，丙企业将部分税后利润按持股比例进行了分配。（2）A 国企业所得税税率为 20%，预提所得税税率为 10%。乙企业应纳税所得总额 1000 万元，其中来自丙企业的投资收益为 100 万元，按照 12%的税率缴纳 B 国预提所得税 12 万元；乙企业在 A 国享受税收抵免后实际缴纳的税额 180 万元，乙企业将全部税后利润按持股比例进行了分配。（3）居民企业甲适用的企业所得税税率 25%，其中来自境内的应纳税所得额为 2400 万元。单位：万元	2	计算企业甲取得来源于企业乙投资收益的抵免限额。	125
22	data/figure/L3Q3_4/图片32.jpg	我国居民企业甲在境外进行了投资，相关投资结构及持股比例如图。2022 年经营及分配状况如下：（1）B 国企业所得税税率为 30%，预提所得税税率为 12%，丙企业应纳税所得总额 800 万元，丙企业将部分税后利润按持股比例进行了分配。（2）A 国企业所得税税率为 20%，预提所得税税率为 10%。乙企业应纳税所得总额 1000 万元，其中来自丙企业的投资收益为 100 万元，按照 12%的税率缴纳 B 国预提所得税 12 万元；乙企业在 A 国享受税收抵免后实际缴纳的税额 180 万元，乙企业将全部税后利润按持股比例进行了分配。（3）居民企业甲适用的企业所得税税率 25%，其中来自境内的应纳税所得额为 2400 万元。单位：万元	3	计算企业甲取得来源于企业乙投资收益的实际抵免额。	136.4
23	data/figure/L3Q3_4/图片33.jpg	甲公司为一家注册在香港的公司，甲公司通过其在开曼群岛设立的特殊目的公司 SPV公司，在中国境内设立了一家外商投资企业乙公司。SPV 公司是一家空壳公司，自成立以来不从事任何实质业务，没有配备资产和人员，也没有取得经营性收入。甲公司及其子公司相关股权架构示意如图，持股比例为 100%。乙公司于 2019 年发生了如下业务：（1）5 月 5 日，通过 SPV 公司向甲公司分配股息 1 000 万元。（2）7 月 15 日，向甲公司支付商标使用费 1 000 万元、咨询费 800 万元，7 月 30 日向甲公司支付设计费 5 万元。甲公司未派遣相关人员来中国提供相关服务。（3）12 月 20 日，甲公司将 SPV 公司的全部股权转让给另一中国居民企业丙公司，丙公司向甲公司支付股权转让价款 8 000 万元。（其他相关资料：假设 1 美元折合 6.5 元人民币，单位：万元）	1	计算乙公司向 SPV 公司分配股息时应代扣代缴的企业所得税。	100
23	data/figure/L3Q3_4/图片33.jpg	甲公司为一家注册在香港的公司，甲公司通过其在开曼群岛设立的特殊目的公司 SPV公司，在中国境内设立了一家外商投资企业乙公司。SPV 公司是一家空壳公司，自成立以来不从事任何实质业务，没有配备资产和人员，也没有取得经营性收入。甲公司及其子公司相关股权架构示意如图，持股比例为 100%。乙公司于 2019 年发生了如下业务：（1）5 月 5 日，通过 SPV 公司向甲公司分配股息 1 000 万元。（2）7 月 15 日，向甲公司支付商标使用费 1 000 万元、咨询费 800 万元，7 月 30 日向甲公司支付设计费 5 万元。甲公司未派遣相关人员来中国提供相关服务。（3）12 月 20 日，甲公司将 SPV 公司的全部股权转让给另一中国居民企业丙公司，丙公司向甲公司支付股权转让价款 8 000 万元。（其他相关资料：假设 1 美元折合 6.5 元人民币，单位：万元）	2	计算乙公司向甲公司支付商标使用费应代扣代缴的增值税。	102.17
23	data/figure/L3Q3_4/图片33.jpg	甲公司为一家注册在香港的公司，甲公司通过其在开曼群岛设立的特殊目的公司 SPV公司，在中国境内设立了一家外商投资企业乙公司。SPV 公司是一家空壳公司，自成立以来不从事任何实质业务，没有配备资产和人员，也没有取得经营性收入。甲公司及其子公司相关股权架构示意如图，持股比例为 100%。乙公司于 2019 年发生了如下业务：（1）5 月 5 日，通过 SPV 公司向甲公司分配股息 1 000 万元。（2）7 月 15 日，向甲公司支付商标使用费 1 000 万元、咨询费 800 万元，7 月 30 日向甲公司支付设计费 5 万元。甲公司未派遣相关人员来中国提供相关服务。（3）12 月 20 日，甲公司将 SPV 公司的全部股权转让给另一中国居民企业丙公司，丙公司向甲公司支付股权转让价款 8 000 万元。（其他相关资料：假设 1 美元折合 6.5 元人民币，单位：万元）	3	计算乙公司向甲公司支付商标使用费应代扣代缴的企业所得税。	94.34
24	data/figure/L3Q3_4/图片34.jpg	居民个人王某在某省会城市工作，其两个子女分别就读于中学和小学。2019 年王某与个人所得税汇算清缴相关的收入及支出如下：（1）全年领取扣除按规定比例缴付的社保费用和住房公积金后的工资共计 180 000 元，单位已为其预扣预缴个人所得税款 9 480 元。（2）在丁工作地所在城市无自有住房，租房居住每月支付房租 5 000 元。将其位于另一城市的自有住房出租，每月取得租金收入 4 500 元。（其他相关资料：以上专项附加扣除均由王某 100%扣除，王某当年并未向单位报送其专项附加扣除信息；不考虑出租房产涉及的其他税费。）	1	计算王某 2019 年度出租房产应缴纳的个人所得税。	4320
24	data/figure/L3Q3_4/图片34.jpg	居民个人王某在某省会城市工作，其两个子女分别就读于中学和小学。2019 年王某与个人所得税汇算清缴相关的收入及支出如下：（1）全年领取扣除按规定比例缴付的社保费用和住房公积金后的工资共计 180 000 元，单位已为其预扣预缴个人所得税款 9 480 元。（2）在丁工作地所在城市无自有住房，租房居住每月支付房租 5 000 元。将其位于另一城市的自有住房出租，每月取得租金收入 4 500 元。（其他相关资料：以上专项附加扣除均由王某 100%扣除，王某当年并未向单位报送其专项附加扣除信息；不考虑出租房产涉及的其他税费。）	2	计算王某 2019 年度可申请的综合所得退税额。	4200
25	data/figure/L3Q3_4/图片35.jpg,data/figure/L3Q3_4/图片36.jpg	居民个人张某在某省会城市工作，其2020年的收入与部分支出情况如下：（1）每月工资10 000元，含按国家标准缴纳的“三险一金”2 500元。（2）因在工作城市无住房，每月以2 000元的租金在单位附近租房居住；每月为位于外地的首套住房偿还贷款4 000元。（3）12月从单位领取年终奖30 000元，选择单独计税。（其他相关资料：相关专项附加扣除均由张某100%扣除，张某已向单位报送其专项附加扣除信息。）	1	计算2020年张某应就其综合所得缴纳的个人所得税。	360
25	data/figure/L3Q3_4/图片35.jpg,data/figure/L3Q3_4/图片36.jpg	居民个人张某在某省会城市工作，其2020年的收入与部分支出情况如下：（1）每月工资10 000元，含按国家标准缴纳的“三险一金”2 500元。（2）因在工作城市无住房，每月以2 000元的租金在单位附近租房居住；每月为位于外地的首套住房偿还贷款4 000元。（3）12月从单位领取年终奖30 000元，选择单独计税。（其他相关资料：相关专项附加扣除均由张某100%扣除，张某已向单位报送其专项附加扣除信息。）	2	计算2020年张某获得的年终奖应缴纳的个人所得税。	900
26	data/figure/L3Q3_4/图片37.jpg,data/figure/L3Q3_4/图片38.jpg	居民个人王某，其独生子年满 5 周岁并正在接受学前教育，父母均已年满 65 周岁。2022年王某的收入情况如下：（1）每月工资 15000 元，含按国家标准缴纳的“三险一金”3500 元。（2）4 月委托某拍卖公司拍卖收藏的祖传字画一幅，最终拍卖成交价为 50000 元，不能提供该字画原值凭证。（3）12 月从单位领取年终奖 72000 元，选择单独计税。（其他相关资料：王某为独生子，相关专项附加扣除均由王某 100%扣除，王某已向单位报送其专项附加扣除信息；不考虑字画拍卖过程中缴纳的税费。）	1	计算王某拍卖所得应缴纳的个人所得税。	1500
26	data/figure/L3Q3_4/图片37.jpg,data/figure/L3Q3_4/图片38.jpg	居民个人王某，其独生子年满 5 周岁并正在接受学前教育，父母均已年满 65 周岁。2022年王某的收入情况如下：（1）每月工资 15000 元，含按国家标准缴纳的“三险一金”3500 元。（2）4 月委托某拍卖公司拍卖收藏的祖传字画一幅，最终拍卖成交价为 50000 元，不能提供该字画原值凭证。（3）12 月从单位领取年终奖 72000 元，选择单独计税。（其他相关资料：王某为独生子，相关专项附加扣除均由王某 100%扣除，王某已向单位报送其专项附加扣除信息；不考虑字画拍卖过程中缴纳的税费。）	2	计算 2022 年王某就其综合所得应缴纳的个人所得税。	1680
26	data/figure/L3Q3_4/图片37.jpg,data/figure/L3Q3_4/图片38.jpg	居民个人王某，其独生子年满 5 周岁并正在接受学前教育，父母均已年满 65 周岁。2022年王某的收入情况如下：（1）每月工资 15000 元，含按国家标准缴纳的“三险一金”3500 元。（2）4 月委托某拍卖公司拍卖收藏的祖传字画一幅，最终拍卖成交价为 50000 元，不能提供该字画原值凭证。（3）12 月从单位领取年终奖 72000 元，选择单独计税。（其他相关资料：王某为独生子，相关专项附加扣除均由王某 100%扣除，王某已向单位报送其专项附加扣除信息；不考虑字画拍卖过程中缴纳的税费。）	3	计算 2022 年王某获得的年终奖应缴纳的个人所得税。	6990
27	data/figure/L3Q3_4/图片39.jpg	ABC公司的20X1年度财务报表主要数据如图（单位：万元）	1	计算该公司20X1年的可持续增长率。	0.0638
27	data/figure/L3Q3_4/图片39.jpg	ABC公司的20X1年度财务报表主要数据如图（单位：万元）	2	假设该公司未来不增发新股，并且保持目前的经营效率和财务政策不变，计算该公司股票的价值。目前国库券利率为4%，证券市场平均收益率为9%，ABC股票贝塔系数为0.98。	8.44
28	data/figure/L3Q3_4/图片40.jpg	B公司是一家制造企业，2009年度财务报表有关数据如图。B公司没有优先股，目前发行在外的普通股为1000万股。假设B公司资产全部为经营资产，流动资产全部是经营负债，长期负债全部是金融负债。公司目前已达到稳定增长状态，未来年度将维持2009年的经营效率和财务政策不变（包括不增发新股和回购股票），可以按照目前的利率水平再需要的时候取得借款，不变的销售净利率可以涵盖不断增加的负债利息。2009年的期末长期负债代表全年平均负债，2009年的利息支出全部是长期负债支付的利息。公司适用的所得税税率为25%。	1	计算B公司2010年的预期销售增长率。	0.08
28	data/figure/L3Q3_4/图片40.jpg	B公司是一家制造企业，2009年度财务报表有关数据如图。B公司没有优先股，目前发行在外的普通股为1000万股。假设B公司资产全部为经营资产，流动资产全部是经营负债，长期负债全部是金融负债。公司目前已达到稳定增长状态，未来年度将维持2009年的经营效率和财务政策不变（包括不增发新股和回购股票），可以按照目前的利率水平再需要的时候取得借款，不变的销售净利率可以涵盖不断增加的负债利息。2009年的期末长期负债代表全年平均负债，2009年的利息支出全部是长期负债支付的利息。公司适用的所得税税率为25%。	2	计算B公司未来的预期股利增长率。	0.08
28	data/figure/L3Q3_4/图片40.jpg	B公司是一家制造企业，2009年度财务报表有关数据如图。B公司没有优先股，目前发行在外的普通股为1000万股。假设B公司资产全部为经营资产，流动资产全部是经营负债，长期负债全部是金融负债。公司目前已达到稳定增长状态，未来年度将维持2009年的经营效率和财务政策不变（包括不增发新股和回购股票），可以按照目前的利率水平再需要的时候取得借款，不变的销售净利率可以涵盖不断增加的负债利息。2009年的期末长期负债代表全年平均负债，2009年的利息支出全部是长期负债支付的利息。公司适用的所得税税率为25%。	3	假设B公司201年年初的股价是9.45元，计算B公司的加权平均资本成本。	0.102
29	data/figure/L3Q3_4/图片41.jpg,data/figure/L3Q3_4/图片42.jpg	甲公司是一家机械加工企业，采用管理用财务报表分析体系进行权益净利率的行业平均水平差异分析。该公司 2012 年主要的管理用财务报表数据如图1；为了与行业情况进行比较，甲公司收集了以下 2012 年的行业平均财务比率数据，如图2。	1	基于甲公司管理用财务报表有关数据，计算税后经营净利率。	0.06
29	data/figure/L3Q3_4/图片41.jpg,data/figure/L3Q3_4/图片42.jpg	甲公司是一家机械加工企业，采用管理用财务报表分析体系进行权益净利率的行业平均水平差异分析。该公司 2012 年主要的管理用财务报表数据如图1；为了与行业情况进行比较，甲公司收集了以下 2012 年的行业平均财务比率数据，如图2。	2	基于甲公司管理用财务报表有关数据，计算净经营资产净利率。	0.18
29	data/figure/L3Q3_4/图片41.jpg,data/figure/L3Q3_4/图片42.jpg	甲公司是一家机械加工企业，采用管理用财务报表分析体系进行权益净利率的行业平均水平差异分析。该公司 2012 年主要的管理用财务报表数据如图1；为了与行业情况进行比较，甲公司收集了以下 2012 年的行业平均财务比率数据，如图2。	3	计算甲公司权益净利率与行业平均权益净利率的差异。	-0.018
30	data/figure/L3Q3_4/图片43.jpg	甲公司生产 A、B、C 三种产品，三种产品共用一条生产线，该生产线每月生产能力为12800 机器小时，目前已经满负荷运转。为使公司利润最大，公司正在研究如何调整三种产品的生产结构，相关资料如下：（1）公司每月固定制造费用为 400000 元，每月固定管理费用为 247500 元，每月固定销售费用为 300000元。（2）三种产品当前的产销数据如图所示。（3）公司销售部门预测，产品 A 还有一定的市场空间，按照目前的市场情况，每月销售量可以达到2000 件，产品 B 和产品 C 的销量不受限制；生产部门提出，产品 B 受技术工人数量的限制，每月最多可以生产 1500 件，产品 A 和产品 C 的产量不受限制。	1	计算当前 A、B、C 三种产品的加权平均边际贡献率。	0.3704
30	data/figure/L3Q3_4/图片43.jpg	甲公司生产 A、B、C 三种产品，三种产品共用一条生产线，该生产线每月生产能力为12800 机器小时，目前已经满负荷运转。为使公司利润最大，公司正在研究如何调整三种产品的生产结构，相关资料如下：（1）公司每月固定制造费用为 400000 元，每月固定管理费用为 247500 元，每月固定销售费用为 300000元。（2）三种产品当前的产销数据如图所示。（3）公司销售部门预测，产品 A 还有一定的市场空间，按照目前的市场情况，每月销售量可以达到2000 件，产品 B 和产品 C 的销量不受限制；生产部门提出，产品 B 受技术工人数量的限制，每月最多可以生产 1500 件，产品 A 和产品 C 的产量不受限制。	2	计算当前 A、B、C 三种产品的保本销售总额。	2558045.36
30	data/figure/L3Q3_4/图片43.jpg	甲公司生产 A、B、C 三种产品，三种产品共用一条生产线，该生产线每月生产能力为12800 机器小时，目前已经满负荷运转。为使公司利润最大，公司正在研究如何调整三种产品的生产结构，相关资料如下：（1）公司每月固定制造费用为 400000 元，每月固定管理费用为 247500 元，每月固定销售费用为 300000元。（2）三种产品当前的产销数据如图所示。（3）公司销售部门预测，产品 A 还有一定的市场空间，按照目前的市场情况，每月销售量可以达到2000 件，产品 B 和产品 C 的销量不受限制；生产部门提出，产品 B 受技术工人数量的限制，每月最多可以生产 1500 件，产品 A 和产品 C 的产量不受限制。	3	计算调整生产结构后 A、B、C 三种产品的边际贡献总额。	1046000
30	data/figure/L3Q3_4/图片43.jpg	甲公司生产 A、B、C 三种产品，三种产品共用一条生产线，该生产线每月生产能力为12800 机器小时，目前已经满负荷运转。为使公司利润最大，公司正在研究如何调整三种产品的生产结构，相关资料如下：（1）公司每月固定制造费用为 400000 元，每月固定管理费用为 247500 元，每月固定销售费用为 300000元。（2）三种产品当前的产销数据如图所示。（3）公司销售部门预测，产品 A 还有一定的市场空间，按照目前的市场情况，每月销售量可以达到2000 件，产品 B 和产品 C 的销量不受限制；生产部门提出，产品 B 受技术工人数量的限制，每月最多可以生产 1500 件，产品 A 和产品 C 的产量不受限制。	4	计算调整生产结构后，甲公司每月的息税前利润增加额。	46000
31	data/figure/L3Q3_4/图片44.jpg	甲公司拟于 2014 年 10 月发行 3 年期的公司债券，债券面值为 1000 元，每半年付息一次，2017 年 10 月到期还本。甲公司目前没有已上市债券，为了确定拟发行债券的票面利率，公司决定采用风险调整法估计债务资本成本。财务部新入职的小 w 进行了以下分析及计算：（1）收集同行业的 3 家公司发行的已上市债券，并分别与各自发行期限相同的已上市政府债券进行比较，结果如图所示。（2）公司债券的平均风险补偿率＝（3.7%＋4.3%＋4%）/3＝4%（3）使用 3 年期政府债券的票面利率估计无风险利率，无风险利率＝4%（4）税前债务资本成本＝无风险利率＋公司债券的平均风险补偿率＝4%＋4%＝8%（5）拟发行债券的票面利率＝税后债务资本成本＝8%×（1－25%）＝6%	1	假设修正后等风险债券的税前债务资本成本为 8.16%，请计算拟发行债券的票面利率。	0.08
31	data/figure/L3Q3_4/图片44.jpg	甲公司拟于 2014 年 10 月发行 3 年期的公司债券，债券面值为 1000 元，每半年付息一次，2017 年 10 月到期还本。甲公司目前没有已上市债券，为了确定拟发行债券的票面利率，公司决定采用风险调整法估计债务资本成本。财务部新入职的小 w 进行了以下分析及计算：（1）收集同行业的 3 家公司发行的已上市债券，并分别与各自发行期限相同的已上市政府债券进行比较，结果如图所示。（2）公司债券的平均风险补偿率＝（3.7%＋4.3%＋4%）/3＝4%（3）使用 3 年期政府债券的票面利率估计无风险利率，无风险利率＝4%（4）税前债务资本成本＝无风险利率＋公司债券的平均风险补偿率＝4%＋4%＝8%（5）拟发行债券的票面利率＝税后债务资本成本＝8%×（1－25%）＝6%	2	假设修正后等风险债券的税前债务资本成本为 8.16%，请计算拟发行债券的每期（半年）付息额。	40
32	data/figure/L3Q3_4/图片45.jpg	甲公司是一家制造业企业，为做好财务计划，甲公司管理层拟采用管理用财务报表进行分析。相关资料如下：（1）甲公司 2014 年的重要财务报表数据如图所示（单位：万元）（2）甲公司没有优先股，股东权益变动均来自利润留存；经营活动所需的货币资金是当年营业收入的 2%；投资收益均来自长期股权投资。（3）根据税法相关规定，甲公司长期股权投资收益不缴所得税，其他损益的所得税税率为 25%。（4）甲公司采用固定股利支付率政策，股利支付率 60%;经营性资产、经营性负债与营业收入保持稳定的百分比关系。	1	计算甲公司 2014 年的经营性资产总计。	5900
32	data/figure/L3Q3_4/图片45.jpg	甲公司是一家制造业企业，为做好财务计划，甲公司管理层拟采用管理用财务报表进行分析。相关资料如下：（1）甲公司 2014 年的重要财务报表数据如图所示（单位：万元）（2）甲公司没有优先股，股东权益变动均来自利润留存；经营活动所需的货币资金是当年营业收入的 2%；投资收益均来自长期股权投资。（3）根据税法相关规定，甲公司长期股权投资收益不缴所得税，其他损益的所得税税率为 25%。（4）甲公司采用固定股利支付率政策，股利支付率 60%;经营性资产、经营性负债与营业收入保持稳定的百分比关系。	2	假设甲公司目前已达到稳定状态，经营效率和财务政策保持不变且不增发新股和回购股票，可以按照目前的利率水平在需要的时候取得借款，不变的营业净利率可以涵盖不断增加的负债利息。计算甲公司 2015 年的可持续增长率。	0.2
32	data/figure/L3Q3_4/图片45.jpg	甲公司是一家制造业企业，为做好财务计划，甲公司管理层拟采用管理用财务报表进行分析。相关资料如下：（1）甲公司 2014 年的重要财务报表数据如图所示（单位：万元）（2）甲公司没有优先股，股东权益变动均来自利润留存；经营活动所需的货币资金是当年营业收入的 2%；投资收益均来自长期股权投资。（3）根据税法相关规定，甲公司长期股权投资收益不缴所得税，其他损益的所得税税率为 25%。（4）甲公司采用固定股利支付率政策，股利支付率 60%;经营性资产、经营性负债与营业收入保持稳定的百分比关系。	3	假设甲公司 2015 年销售增长率为 25%，营业净利率与 2014 年相同。在 2014 年年末金融资产都可动用的情况下，用销售百分比法预测 2015 年的外部融资额。	375
33	data/figure/L3Q3_4/图片46.jpg	甲公司乙部门只生产一种产品,投资额 25000 万元,2019 年销售 500 万件。该产品单价 25 元,单位变动成本资料如图所示。该产品目前盈亏临界点作业率 20%,现有产能已满负荷运转。因产品供不应求,为提高销量,公司经可行性研究,2020 年拟增加 50000 万元投资。新产能投入运营后,每年增加 2700 万元固定成本。假设公司产销平衡,不考虑企业所得税。	1	计算乙部门 2019 年税前投资报酬率;假设产能扩张不影响产品单位边际贡献,为达到 2019 年税前投资报酬率水平,计算 2020 年应实现的销量（单位:万件）。	1480
33	data/figure/L3Q3_4/图片46.jpg	甲公司乙部门只生产一种产品,投资额 25000 万元,2019 年销售 500 万件。该产品单价 25 元,单位变动成本资料如图所示。该产品目前盈亏临界点作业率 20%,现有产能已满负荷运转。因产品供不应求,为提高销量,公司经可行性研究,2020 年拟增加 50000 万元投资。新产能投入运营后,每年增加 2700 万元固定成本。假设公司产销平衡,不考虑企业所得税。	2	计算乙部门 2019 年经营杠杆系数;假设产能扩张不影响产品单位边际贡献,为达到 2019 年经营杠杆水平,计算 2020 年应实现的销量（单位：万件）。	1400
34	data/figure/L3Q3_4/图片47.jpg	甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	1	如果不收购,采用股利现金流量折现模型,估计 2020 年初乙公司股权价值(单位：万元)。	16125
34	data/figure/L3Q3_4/图片47.jpg	甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	2	计算该收购产生的控股权溢价。	4616.95
34	data/figure/L3Q3_4/图片47.jpg	甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	3	计算该收购为甲公司带来的净现值。	2741.95(答案在 2741.8 万元~2742 万元之间,均正确)
35	data/figure/L3Q3_4/图片48.jpg,data/figure/L3Q3_4/图片49.jpg,data/figure/L3Q3_4/图片50.jpg	甲公司是一家制造业上市公司，乙公司是一家制造业非上市公司，两家公司生产产品不同，且非关联方关系。甲公司发现乙公司的目标客户多是小微企业，与甲公司的市场能有效互补，拟于 2020 年末通过对乙公司原股东非公开增发新股的方式换取乙公司 100%股权以实现对其的收购。目前，甲公司已完成该项目的可行性分析，拟采用实体现金流量折现法估计乙公司价值。相关资料如下：（1）乙公司成立于 2017 年初，截至目前仅运行了 4 年，但客户数量增长较快。乙公司 2017～2020 年主要财务报表数据如图1,图2。乙公司货币资金均为经营活动所需，财务费用均为利息支出。（2）甲公司预测，乙公司从 2021 年、2022 年营业收入分别增长 20%、12%，自 2023 年开始进入增长率为 4%的稳定增长状态。假设收购不影响乙公司正常运营，收购后乙公司净经营资产周转率、税后经营净利率按 2017～2020 年的算术平均值估计。假设所有现金流量均发生在年末，资产负债表期末余额代表全年平均水平。（3）乙公司目标资本结构（净负债/股东权益）为 2/3。等风险债券税前资本成本 8%；普通股β系数1.4，无风险报酬率 4%，市场组合的必要报酬率 9%。企业所得税税率 25%。（4）甲公司非公开增发新股的发行价格按定价基准日前 20 个交易日公司股票价格均价的 80%确定。定价基准日前 20 个交易日相关交易信息如图3。	1	预测乙公司 2021 年税后经营净利率。	0.31
