fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融策略优化	L3Q3_4	340032	data/figure/L3Q3_4/图片45.jpg			甲公司是一家制造业企业，为做好财务计划，甲公司管理层拟采用管理用财务报表进行分析。相关资料如下：（1）甲公司 2014 年的重要财务报表数据如图所示（单位：万元）（2）甲公司没有优先股，股东权益变动均来自利润留存；经营活动所需的货币资金是当年营业收入的 2%；投资收益均来自长期股权投资。（3）根据税法相关规定，甲公司长期股权投资收益不缴所得税，其他损益的所得税税率为 25%。（4）甲公司采用固定股利支付率政策，股利支付率 60%;经营性资产、经营性负债与营业收入保持稳定的百分比关系。	3.0	假设甲公司 2015 年销售增长率为 25%，营业净利率与 2014 年相同。在 2014 年年末金融资产都可动用的情况下，用销售百分比法预测 2015 年的外部融资额。					375
金融策略优化	L3Q3_4	340034	data/figure/L3Q3_4/图片47.jpg			甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	1.0	如果不收购,采用股利现金流量折现模型,估计 2020 年初乙公司股权价值(单位：万元)。					16125
金融策略优化	L3Q3_4	340034	data/figure/L3Q3_4/图片47.jpg			甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	2.0	计算该收购产生的控股权溢价。					4616.95
金融策略优化	L3Q3_4	340034	data/figure/L3Q3_4/图片47.jpg			甲公司是一家投资公司,拟于 2020 年初以 18000 万元收购乙公司全部股权。为分析收购方案可行性,收集资料如下：（1）乙公司是一家传统汽车零部件制造企业,收购前处于稳定增长状态,增长率 7.5%。2019 年净利润750 万元，当年取得的利润在当年分配,股利支付率 80%。2019 年末(当年利润分配后)净经营资产 4300 万元,净负债 2150 万元。（2）收购后,甲公司将通过拓宽销售渠道、提高管理水平、降低成本费用等多种方式,提高乙公司的销售增长率和营业净利率。预计乙公司 2020 年营业收入 6000 万元,2021 年营业收入比 2020 年增长10%,2022 年进入稳定增长状态,增长率 8%。（3）收购后,预计乙公司相关财务比率保持稳定,具体如图所示。（4）乙公司股票等风险投资必要报酬率收购前 11.5%,收购后 11%。（5）假设各年现金流量均发生在年末。	3.0	计算该收购为甲公司带来的净现值。					2741.95(答案在 2741.8 万元~2742 万元之间,均正确)
金融策略优化	L3Q3_4	340035	data/figure/L3Q3_4/图片48.jpg,data/figure/L3Q3_4/图片49.jpg,data/figure/L3Q3_4/图片50.jpg			甲公司是一家制造业上市公司，乙公司是一家制造业非上市公司，两家公司生产产品不同，且非关联方关系。甲公司发现乙公司的目标客户多是小微企业，与甲公司的市场能有效互补，拟于 2020 年末通过对乙公司原股东非公开增发新股的方式换取乙公司 100%股权以实现对其的收购。目前，甲公司已完成该项目的可行性分析，拟采用实体现金流量折现法估计乙公司价值。相关资料如下：（1）乙公司成立于 2017 年初，截至目前仅运行了 4 年，但客户数量增长较快。乙公司 2017～2020 年主要财务报表数据如图1,图2。乙公司货币资金均为经营活动所需，财务费用均为利息支出。（2）甲公司预测，乙公司从 2021 年、2022 年营业收入分别增长 20%、12%，自 2023 年开始进入增长率为 4%的稳定增长状态。假设收购不影响乙公司正常运营，收购后乙公司净经营资产周转率、税后经营净利率按 2017～2020 年的算术平均值估计。假设所有现金流量均发生在年末，资产负债表期末余额代表全年平均水平。（3）乙公司目标资本结构（净负债/股东权益）为 2/3。等风险债券税前资本成本 8%；普通股β系数1.4，无风险报酬率 4%，市场组合的必要报酬率 9%。企业所得税税率 25%。（4）甲公司非公开增发新股的发行价格按定价基准日前 20 个交易日公司股票价格均价的 80%确定。定价基准日前 20 个交易日相关交易信息如图3。	2.0	采用资本资产定价模型，估计乙公司的股权资本成本。					0.11
金融策略优化	L3Q3_4	340035	data/figure/L3Q3_4/图片48.jpg,data/figure/L3Q3_4/图片49.jpg,data/figure/L3Q3_4/图片50.jpg			甲公司是一家制造业上市公司，乙公司是一家制造业非上市公司，两家公司生产产品不同，且非关联方关系。甲公司发现乙公司的目标客户多是小微企业，与甲公司的市场能有效互补，拟于 2020 年末通过对乙公司原股东非公开增发新股的方式换取乙公司 100%股权以实现对其的收购。目前，甲公司已完成该项目的可行性分析，拟采用实体现金流量折现法估计乙公司价值。相关资料如下：（1）乙公司成立于 2017 年初，截至目前仅运行了 4 年，但客户数量增长较快。乙公司 2017～2020 年主要财务报表数据如图1,图2。乙公司货币资金均为经营活动所需，财务费用均为利息支出。（2）甲公司预测，乙公司从 2021 年、2022 年营业收入分别增长 20%、12%，自 2023 年开始进入增长率为 4%的稳定增长状态。假设收购不影响乙公司正常运营，收购后乙公司净经营资产周转率、税后经营净利率按 2017～2020 年的算术平均值估计。假设所有现金流量均发生在年末，资产负债表期末余额代表全年平均水平。（3）乙公司目标资本结构（净负债/股东权益）为 2/3。等风险债券税前资本成本 8%；普通股β系数1.4，无风险报酬率 4%，市场组合的必要报酬率 9%。企业所得税税率 25%。（4）甲公司非公开增发新股的发行价格按定价基准日前 20 个交易日公司股票价格均价的 80%确定。定价基准日前 20 个交易日相关交易信息如图3。	3.0	假设乙公司净负债按 2020 年末账面价值计算，估计 2020 年末乙公司股权价值。					25213.44
金融策略优化	L3Q3_4	340037	data/figure/L3Q3_4/图片53.jpg			甲公司是一家新型建筑材料生产企业，为做好 2017 年财务计划，拟进行财务报表分析和预测。相关资料如下：（1）甲公司 2016 年主要财务数据如图所示。（2）公司没有优先股且没有外部股权融资计划，股东权益变动均来自留存收益。公司采用固定股利支付率政策，股利支付率 60%。（3）销售部门预测 2017 年公司营业收入增长率 10%。（4）甲公司的企业所得税税率 25%。	1.0	假设 2017 年甲公司除长期借款外所有资产和负债与营业收入保持 2016 年的百分比关系，所有成本费用与营业收入的占比关系维持 2016 年水平，用销售百分比法初步测算公司 2017 年融资总需求和外部融资需求。					900 174
金融策略优化	L3Q3_4	340037	data/figure/L3Q3_4/图片53.jpg			甲公司是一家新型建筑材料生产企业，为做好 2017 年财务计划，拟进行财务报表分析和预测。相关资料如下：（1）甲公司 2016 年主要财务数据如图所示。（2）公司没有优先股且没有外部股权融资计划，股东权益变动均来自留存收益。公司采用固定股利支付率政策，股利支付率 60%。（3）销售部门预测 2017 年公司营业收入增长率 10%。（4）甲公司的企业所得税税率 26%。	2.0	假设 2017 年甲公司除货币资金、长期借款外所有资产和负债与营业收入保持 2016 年的百分比关系，除财务费用和所得税费用外所有成本费用与营业收入的占比关系维持 2016 年水平，2017 年新增财务费用按新增长期借款期初借入计算，所得税费用按当年利润总额计算。为满足资金需求，甲公司根据要求（1）的初步测算结果，以百万元为单位向银行申请贷款，贷款利率 8%，贷款金额超出融资需求的部分计入货币资金。预测公司 2017 年末负债及股东权益总计。					13228.4
金融策略优化	L3Q3_4	340038	data/figure/L3Q3_4/图片54.jpg			某公司2013年的财务报表数据摘要如图所示（单位：万元）预计2014年~2015年的销售收入增长率为10%,2016年及以后销售收入增长率降低为8%。 假设今后保持2013年的年末各项资产的周转率和资本结构(金融负债和股东权益)不变，经营流动负债和经营长期负债与销售收入同比例增长。各项营业成本费用与收入同比例增长，各项所得税税率均为25%。企业的筹资政策是:权益资本的筹集优先选择利润留存， 不足部分考虑增发普通股，剩余部分全部派发股利；债务资本的筹集选择长期借款，长期借款的年利率以及计息方式均保持2013的水平不变。 目前至2015年加权平均资本成本为15%,2016年及以后年度降低为13%。	2.0	根据现金流量折现法计算该公司的实体价值（假设负债的市场价值等于其账面价值）					65685.93
金融策略优化	L3Q3_4	340042	data/figure/L3Q3_4/图片64.jpg			已知:某公司20×1年销售收入为40000万元，税后净利2000万元，发放股利1000万元，20×1 年12月31日的资产负债表(简表)如图所示(单位:万元)假设货币资金均为经营资产。预计该公司20×2年销售增长30%,销售净利率提高10%,股利支付率保持不变	1.0	预测该公司在不保留金融资产的情况下的外部融资需求额。					1070
